Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.646312,-60.710594""]";Parquimetro en 1 de Mayo 2450;-31.646312;-60.710594
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.647659,-60.705374""]";Parquimetro en Rivadavia 2450;-31.647659;-60.705374
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.646691,-60.711994""]";Parquimetro en 1ra Junta y 4 de Enero;-31.646691;-60.711994
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.648904,-60.70538""]";Parquimetro en Cortada Falucho 2450;-31.648904;-60.70538
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.647819,-60.712292""]";Parquimetro en Mendoza y 4 de Enero;-31.647819;-60.712292
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.648134,-60.711104""]";Parquimetro en Mendoza y 1 de Mayo;-31.648134;-60.711104
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.64908,-60.704425""]";Parquimetro en Cortada Falucho y 27 de Febrero;-31.64908;-60.704425
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.649701,-60.704559""]";Parquimetro en Mendoza y 27 de Febrero;-31.649701;-60.704559
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.64924,-60.712729""]";Parquimetro en Salta y 4 de Enero;-31.64924;-60.712729
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.649404,-60.711506""]";Parquimetro en Salta y 1 de Mayo;-31.649404;-60.711506
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.650528,-60.706732""]";Parquimetro en Salta y 25 de Mayo;-31.650528;-60.706732
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.650696,-60.711844""]";Parquimetro en L.de la Torre y 1 de Mayo;-31.650696;-60.711844
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.651153,-60.709301""]";Parquimetro en L.de la Torre y San Jeronimo;-31.651153;-60.709301
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.651688,-60.70685""]";Parquimetro en L.de la Torre y 25 de Mayo;-31.651688;-60.70685
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.651838,-60.712171""]";Parquimetro en Juan de Garay y 1 de Mayo;-31.651838;-60.712171
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.652308,-60.709677""]";Parquimetro en Juan de Garay y San Jeronimo;-31.652308;-60.709677
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.65277,-60.707064""]";Parquimetro en Juan de Garay y 25 de Mayo;-31.65277;-60.707064
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.652057,-60.705728""]";Parquimetro en Cruz Roja 2003;-31.652057;-60.705728
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.65297,-60.712547""]";Parquimetro en Corrientes y 1 de Mayo;-31.65297;-60.712547
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.653441,-60.709961""]";Parquimetro en Corrientes y San Jeronimo;-31.653441;-60.709961
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.653884,-60.707413""]";Parquimetro en Corrientes y 25 de Mayo;-31.653884;-60.707413
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.654062,-60.70612""]";Parquimetro en Cruz Roja y Corrientes;-31.654062;-60.70612
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.654157,-60.712858""]";Parquimetro en Moreno y 1 de Mayo;-31.654157;-60.712858
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.65455,-60.710299""]";Parquimetro en Moreno y San Jeronimo;-31.65455;-60.710299
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.654952,-60.707724""]";Parquimetro en Moreno y 25 de Mayo;-31.654952;-60.707724
Estacionamiento medido: Lunes a Viernes de 07.00 a 13.00 y de 16.00 a 20.00. Sabados de 08.00 a 13.00.;"[""-31.655272,-60.713276""]";Parquimetro en M.Zaspe y 1 de Mayo;-31.655272;-60.713276
